catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
"agroindustria,5f97a0b9-f677-4657-9e07-0cd3b98da754,221859a8-c51e-47c2-95ab-a8525bb2b55d,AGRO_0132,R/P1Y,superficie_ha_rio_negro,Hectáreas,superficie_ha_rio_negro,Serie de tiempo,Instituto Nacional de Vitivinicultura,https://datos.magyp.gob.ar/dataset/5f97a0b9-f677-4657-9e07-0cd3b98da754/resource/221859a8-c51e-47c2-95ab-a8525bb2b55d/download/serie-tiempo-inv-superficie-de-vinedos-por-pcia-2012-2017.csv,INV - Superficie implantada con viñedos,INV,INV - Superficie implantada con viñedos,""Superficie implantada de viñedos existentes en la República Argentina desde el año 2012 a la última actualización. La información se encuentra en hectáreas y desagregada por provincia, departamento y localidad."",,2012-01-01,2017-01-01,6,2696,False,1658.54,1654.91,0.0021934727568266865,False,1201,24,82,140"
"agroindustria,5f97a0b9-f677-4657-9e07-0cd3b98da754,221859a8-c51e-47c2-95ab-a8525bb2b55d,AGRO_0133,R/P1Y,superficie_ha_salta,Hectáreas,superficie_ha_salta,Serie de tiempo,Instituto Nacional de Vitivinicultura,https://datos.magyp.gob.ar/dataset/5f97a0b9-f677-4657-9e07-0cd3b98da754/resource/221859a8-c51e-47c2-95ab-a8525bb2b55d/download/serie-tiempo-inv-superficie-de-vinedos-por-pcia-2012-2017.csv,INV - Superficie implantada con viñedos,INV,INV - Superficie implantada con viñedos,""Superficie implantada de viñedos existentes en la República Argentina desde el año 2012 a la última actualización. La información se encuentra en hectáreas y desagregada por provincia, departamento y localidad."",,2012-01-01,2017-01-01,6,2696,False,3335.84,3245.25,0.02791464448039438,False,1342,25,77,130"
"agroindustria,5f97a0b9-f677-4657-9e07-0cd3b98da754,221859a8-c51e-47c2-95ab-a8525bb2b55d,AGRO_0134,R/P1Y,superficie_ha_san_juan,Hectáreas,superficie_ha_san_juan,Serie de tiempo,Instituto Nacional de Vitivinicultura,https://datos.magyp.gob.ar/dataset/5f97a0b9-f677-4657-9e07-0cd3b98da754/resource/221859a8-c51e-47c2-95ab-a8525bb2b55d/download/serie-tiempo-inv-superficie-de-vinedos-por-pcia-2012-2017.csv,INV - Superficie implantada con viñedos,INV,INV - Superficie implantada con viñedos,""Superficie implantada de viñedos existentes en la República Argentina desde el año 2012 a la última actualización. La información se encuentra en hectáreas y desagregada por provincia, departamento y localidad."",,2012-01-01,2017-01-01,6,2696,False,46787.12,47533.5,-0.01570218898250697,False,942,17,50,96"
"agroindustria,5f97a0b9-f677-4657-9e07-0cd3b98da754,221859a8-c51e-47c2-95ab-a8525bb2b55d,AGRO_0135,R/P1Y,superficie_ha_san_luis,Hectáreas,superficie_ha_san_luis,Serie de tiempo,Instituto Nacional de Vitivinicultura,https://datos.magyp.gob.ar/dataset/5f97a0b9-f677-4657-9e07-0cd3b98da754/resource/221859a8-c51e-47c2-95ab-a8525bb2b55d/download/serie-tiempo-inv-superficie-de-vinedos-por-pcia-2012-2017.csv,INV - Superficie implantada con viñedos,INV,INV - Superficie implantada con viñedos,""Superficie implantada de viñedos existentes en la República Argentina desde el año 2012 a la última actualización. La información se encuentra en hectáreas y desagregada por provincia, departamento y localidad."",,2012-01-01,2017-01-01,6,2696,False,103.32,103.32,0.0,False,1063,30,91,151"
"agroindustria,5f97a0b9-f677-4657-9e07-0cd3b98da754,221859a8-c51e-47c2-95ab-a8525bb2b55d,AGRO_0137,R/P1Y,superficie_ha_santiago_del_estero,Hectáreas,superficie_ha_santiago_del_estero,Serie de tiempo,Instituto Nacional de Vitivinicultura,https://datos.magyp.gob.ar/dataset/5f97a0b9-f677-4657-9e07-0cd3b98da754/resource/221859a8-c51e-47c2-95ab-a8525bb2b55d/download/serie-tiempo-inv-superficie-de-vinedos-por-pcia-2012-2017.csv,INV - Superficie implantada con viñedos,INV,INV - Superficie implantada con viñedos,""Superficie implantada de viñedos existentes en la República Argentina desde el año 2012 a la última actualización. La información se encuentra en hectáreas y desagregada por provincia, departamento y localidad."",,2012-01-01,2017-01-01,6,2696,False,26.18,8.8,1.9749999999999996,False,1294,26,88,148"
"agroindustria,5f97a0b9-f677-4657-9e07-0cd3b98da754,221859a8-c51e-47c2-95ab-a8525bb2b55d,AGRO_0138,R/P1Y,superficie_ha_tucuman,Hectáreas,superficie_ha_tucuman,Serie de tiempo,Instituto Nacional de Vitivinicultura,https://datos.magyp.gob.ar/dataset/5f97a0b9-f677-4657-9e07-0cd3b98da754/resource/221859a8-c51e-47c2-95ab-a8525bb2b55d/download/serie-tiempo-inv-superficie-de-vinedos-por-pcia-2012-2017.csv,INV - Superficie implantada con viñedos,INV,INV - Superficie implantada con viñedos,""Superficie implantada de viñedos existentes en la República Argentina desde el año 2012 a la última actualización. La información se encuentra en hectáreas y desagregada por provincia, departamento y localidad."",,2012-01-01,2017-01-01,6,2696,False,111.87,110.07,0.01635322976287834,False,1131,25,75,128"
"agroindustria,60dcfab2-ebb9-4e13-b812-306940676b58,dcd6d482-11fa-4543-b449-8add44b9a736,AGRO_0040,R/P1M,ingreso_grano_mani,Toneladas,Ingreso de maní a la industria aceitera.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/60dcfab2-ebb9-4e13-b812-306940676b58/resource/dcd6d482-11fa-4543-b449-8add44b9a736/download/serie-tiempo-mani-destino-industria.csv,Maní - Destino industrial,,Maní - Destino industrial,""Ingreso de granos de maní a la industria aceitera. Productos y subproductos de la industria aceitera."
"Año Comercial de Marzo a Febrero."",,1950-01-01,2018-09-01,825,2423,False,20904.0,23876.0,-0.12447646171888094,False,843,23,48,70"
"agroindustria,60dcfab2-ebb9-4e13-b812-306940676b58,dcd6d482-11fa-4543-b449-8add44b9a736,AGRO_0041,R/P1M,produccion_aceite_mani,Toneladas,Producción de aceite de maní.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/60dcfab2-ebb9-4e13-b812-306940676b58/resource/dcd6d482-11fa-4543-b449-8add44b9a736/download/serie-tiempo-mani-destino-industria.csv,Maní - Destino industrial,,Maní - Destino industrial,""Ingreso de granos de maní a la industria aceitera. Productos y subproductos de la industria aceitera."
"Año Comercial de Marzo a Febrero."",,1965-01-01,2018-09-01,645,2423,False,8397.0,9401.0,-0.10679714923944261,False,889,17,37,66"
"agroindustria,60dcfab2-ebb9-4e13-b812-306940676b58,dcd6d482-11fa-4543-b449-8add44b9a736,AGRO_0042,R/P1M,produccion_pellets_mani,Toneladas,Producción de pellets de maní.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/60dcfab2-ebb9-4e13-b812-306940676b58/resource/dcd6d482-11fa-4543-b449-8add44b9a736/download/serie-tiempo-mani-destino-industria.csv,Maní - Destino industrial,,Maní - Destino industrial,""Ingreso de granos de maní a la industria aceitera. Productos y subproductos de la industria aceitera."
"Año Comercial de Marzo a Febrero."",,1965-01-01,2018-09-01,645,2423,False,11569.0,13165.0,-0.12123053551082419,False,815,20,40,63"
"agroindustria,62a75c8f-5f22-43c0-86b1-f36149613434,2ff2b00a-0d1a-4193-b836-2f81811de464,AGRO_0265,R/P1M,ingreso_lino_industria_aceitera,Toneladas,Ingreso de lino a la industria aceitera.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/62a75c8f-5f22-43c0-86b1-f36149613434/resource/2ff2b00a-0d1a-4193-b836-2f81811de464/download/serie-tiempo-lino-destino-industria.csv,Lino - Destino industrial,,Lino - Destino industrial,""Ingreso de granos de lino a la industria aceitera. Subproductos de la industria aceitera"
"Año Comercial de Diciembre a Noviembre."",,1950-01-01,2018-09-01,825,2423,False,810.0,755.0,0.07284768211920523,False,596,7,15,30"
"agroindustria,62a75c8f-5f22-43c0-86b1-f36149613434,2ff2b00a-0d1a-4193-b836-2f81811de464,AGRO_0266,R/P1M,produccion_aceite_lino,Toneladas,Producción de aceite de lino.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/62a75c8f-5f22-43c0-86b1-f36149613434/resource/2ff2b00a-0d1a-4193-b836-2f81811de464/download/serie-tiempo-lino-destino-industria.csv,Lino - Destino industrial,,Lino - Destino industrial,""Ingreso de granos de lino a la industria aceitera. Subproductos de la industria aceitera"
"Año Comercial de Diciembre a Noviembre."",,1965-01-01,2018-09-01,645,2423,False,108.0,78.0,0.3846153846153846,False,728,9,17,28"
"agroindustria,62a75c8f-5f22-43c0-86b1-f36149613434,2ff2b00a-0d1a-4193-b836-2f81811de464,AGRO_0267,R/P1M,produccion_expellers_lino,Toneladas,Producción de expellers de lino.,Serie de tiempo,Subsecretaría de Mercados Agropecuarios,https://datos.magyp.gob.ar/dataset/62a75c8f-5f22-43c0-86b1-f36149613434/resource/2ff2b00a-0d1a-4193-b836-2f81811de464/download/serie-tiempo-lino-destino-industria.csv,Lino - Destino industrial,,Lino - Destino industrial,""Ingreso de granos de lino a la industria aceitera. Subproductos de la industria aceitera"
"Año Comercial de Diciembre a Noviembre."",,1965-01-01,2018-09-01,645,2423,False,280.0,266.0,0.05263157894736836,False,616,7,15,29"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0221,R/P1M,faena_total_pais,Unidades,Faena: Total en cabezas,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,1190601.0,1267109.0,-0.06037996731141515,False,1,1,1,1"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0222,R/P1M,porcentaje_hembras,Porcentaje,Porcentaje de hembras ,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,47.0,48.7,-0.03490759753593431,True,1,1,1,1"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0223,R/P1M,produccion_en_miles_de_toneladas_res_con_hueso,Toneladas,Producción en miles de toneladas res con hueso,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,270.0,285.94,-0.055745960691054086,True,2,2,2,2"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0224,R/P1M,peso_promedio_res,Kilogramoss,Peso promedio Res,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,226.78,225.66,0.004963219002038555,True,1,1,1,1"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0225,R/P1M,novillos_precio_kilo_vivo_pesos,Pesos,Precio de novillos por kilo vivo en pesos,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,65.54,60.64,0.08080474934036941,True,3,3,3,3"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0226,R/P1M,novillo_precio_kilo_vivo_dolares,Dolares,"" Precio de novillos por kilo vivo en dólares) "
,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,Resumen de los principales indicadores de la actividad del sector bovino nacional. 
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,1.21,1.39,-0.1294964028776978,True,1,1,1,1"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0227,R/P1M,novillos_peso_kilo_vivo,Kilogramos,Peso de novillo por kilo vivo,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,472.0,465.0,0.01505376344086029,True,1,1,1,1"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0228,R/P1M,consumo_interno_aparente_en_miles_de_toneladas_res_c_hueso,Toneladas,Consumo Aparente en miles de toneladas de res con hueso,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,191.92,220.09,-0.1279930937343815,True,0,0,0,0"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0229,R/P1M,consumo_interno_per_capita_kg_por_habitante,Kilogramos,Consumo interno per capita - Kilogramo por Habitante,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,50.45,57.91,-0.1288205836643066,True,10,10,10,10"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0230,R/P1M,consumo_interno_per_capita_kg_por_habitante_por_anio,Kilogramos,Consumo interno per capita - Promedio móvil (kilogramo por habitante por año),Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,52.49,53.22,-0.013716647876737986,True,0,0,0,0"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0231,R/P1M,exportacion_volumen_en_toneladas_equivalentes_res_con_hueso,Toneladas,""Volumen de exportaciones en toneladas equivalentes a res con hueso"
,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,Resumen de los principales indicadores de la actividad del sector bovino nacional. 
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,79009.51,66966.43,0.17983756936124573,True,0,0,0,0"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0232,R/P1M,exportacion_valor_en_miles_de_dolares,Dolares ,Valor de las exportaciones expresadas en miles de u$s,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,291082.45,245798.37,0.18423262937016238,True,0,0,0,0"
"agroindustria,672fe228-086e-4c00-bbe0-3500f8cfd62e,7afe10d1-e9bc-4383-9e3c-c8066bc21f65,AGRO_0233,R/P1M,exportacion_precio_dolares_por_toneladas_res_con_hueso,Dolares,Precio de las exportaciones expresadas en dolares por tonelada de res con hueso,Serie de tiempo,Subsecretaría de Ganadería,https://datos.magyp.gob.ar/dataset/672fe228-086e-4c00-bbe0-3500f8cfd62e/resource/7afe10d1-e9bc-4383-9e3c-c8066bc21f65/download/serie-tiempo-indicadores-mensuales-bovinos.csv,Ganadería - Indicadores bovinos mensuales,,Ganadería - Indicadores bovinos mensuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma mensual a partir del año 2006."",,1998-01-01,2019-08-01,260,54,True,3684.1,3670.5,0.0037052172728511135,True,0,0,0,0"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0234,R/P1Y,faena_total_pais_cabezas,Unidades,Faena total país en cantidad de cabezas,Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,13452831.0,12616459.0,0.06629213474240281,False,1978,0,200,1141"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0235,R/P1Y,peso_promedio_res,,Peso promedio de la res,Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,228.0,225.0,0.01333333333333342,False,53,0,35,46"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0236,R/P1Y,participacion_novillos_porcentual,Porcentaje,Participación en porcentaje de novillos,Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,20.07,20.56,-0.02383268482490264,False,24,0,1,13"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0237,R/P1Y,participacion_hembras_porcentual,Porcentaje,Participación en porcentaje de hembras,Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,45.47,42.86,0.060895940270648596,False,23,0,2,10"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0238,R/P1Y,produccion_en_miles_de_toneladas_res_con_hueso,Miles de toneladas,Producción (En miles de toneladas res con hueso),Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,3066.0,2844.0,0.07805907172995785,True,87,0,1,24"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0239,R/P1Y,exportaciones_volumen_en_toneladas_res_con_hueso,Toneladas,Exportaciones: Volumen (En toneladas res con hueso) ,Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,556683.0,313105.0,0.7779435013813258,True,23,0,2,11"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0240,R/P1Y,exportaciones_valor_en_miles_de_dolares_usa,Dolares,Exportaciones: Valor (En Miles de U$S),Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
"Esta información se presenta en forma anual."",,1990-01-01,2018-01-01,29,485,True,1963296.0,1302481.0,0.5073509709546626,True,24,0,4,12"
"agroindustria,6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7,ccaf798e-3998-4163-873f-98379a10797d,AGRO_0241,R/P1Y,exportaciones_precio_dolares_por_toneladas_res_con_hueso,Dolares,Exportaciones: Precio (U$S/toneladas res c/hueso) ,Serie de tiempo,""Ministerio de Agricultura, Ganadería y Pesca - Subsecretaría de Ganadería"",https://datos.magyp.gob.ar/dataset/6c17e5cd-bccd-4536-a08c-ff01d4e0f0e7/resource/ccaf798e-3998-4163-873f-98379a10797d/download/serie-tiempo-indicadores-ganaderos-anuales.csv,Ganadería - Indicadores bovinos anuales,,Ganadería - Indicadores bovinos anuales,""Resumen de los principales indicadores de la actividad del sector bovino nacional. "
