catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
bcra,4,4.2,bcra_monedas_pase_xag,R/P1D,plata_onza_troy,Dólares corrientes,Tipo pase diario en dólares de Plata - Onza Troy,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,17.118,17.1325,-0.0008463446665695207,False,15,1,2,3
bcra,4,4.2,bcra_monedas_pase_xdr,R/P1D,derecho_especial_de_giro,Dólares corrientes,Tipo pase diario en dólares de Derecho Especial de Giro,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,1.37675,1.3751799999999998,0.0011416687270031645,False,76,0,0,2
bcra,4,4.2,bcra_monedas_pase_zar,R/P1D,rang_sudafricano,Dólares corrientes,Tipo pase diario en dólares de Rang Sudafricano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.068085,0.067439,0.00957902697252333,False,12,0,0,1
bcra,5,5.2,bcra_sml_001,R/P1D,tipo_cambio_referencia,Unidades monetarias,Tipo de cambio de referencia diario.,Tipos de cambio para Peso Uruguayo (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.2/download/sml-tipo-cambio-peso-uruguayo-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-03-31,2021-08-02,1586,1386,False,96.7817,nan,nan,False,183,1,1,3
bcra,5,5.2,bcra_sml_002,R/P1D,tipo_cambio_urinusca,Unidades monetarias,Tipo de cambio URINUSCA diario.,Tipos de cambio para Peso Uruguayo (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.2/download/sml-tipo-cambio-peso-uruguayo-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-03-31,2021-08-02,1586,1386,False,43.57,nan,nan,False,143,3,3,12
bcra,5,5.2,bcra_sml_003,R/P1D,tipo_cambio_sml_peso_uruguayo,Unidades monetarias,Tipo de cambio SML diario para peso uruguayo,Tipos de cambio para Peso Uruguayo (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.2/download/sml-tipo-cambio-peso-uruguayo-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-03-31,2021-08-02,1586,1386,False,2.2213,nan,nan,False,37,1,2,3
bcra,5,5.2,bcra_sml_004,R/P1D,tipo_cambio_sml_uruguayo_peso,Unidades monetarias,Tipo de cambio SML diario para uruguayo peso,Tipos de cambio para Peso Uruguayo (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.2/download/sml-tipo-cambio-peso-uruguayo-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-03-31,2021-08-02,1586,1386,False,0.4502,nan,nan,False,248,0,0,0
bcra,5,5.3,bcra_sml_005,R/P1D,tipo_cambio_referencia,Unidades monetarias,Tipo de cambio de referencia diario.,Tipos de cambio para Real (Brasil) (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.3/download/sml-tipo-cambio-peso-real-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,96.7817,nan,nan,False,216,1,1,3
bcra,5,5.3,bcra_sml_006,R/P1D,tipo_cambio_ptax,Unidades monetarias,Tipo de cambio PTAX diario.,Tipos de cambio para Real (Brasil) (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.3/download/sml-tipo-cambio-peso-real-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,5.1376,nan,nan,False,368,10,19,32
bcra,5,5.3,bcra_sml_007,R/P1D,tipo_cambio_sml_peso_real,Unidades monetarias,Tipo de cambio SML diario para peso real.,Tipos de cambio para Real (Brasil) (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.3/download/sml-tipo-cambio-peso-real-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,18.83795,nan,nan,False,45,0,1,2
bcra,5,5.3,bcra_sml_008,R/P1D,tipo_cambio_sml_real_peso,Unidades monetarias,Tipo de cambio SML diario para real peso,Tipos de cambio para Real (Brasil) (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/5/distribution/5.3/download/sml-tipo-cambio-peso-real-series.csv,Tipo de Cambio SML,Banco Central de la República Argentina (BCRA),Tipo de Cambio SML,Tipo de cambio Sistema de Pagos en Moneda Local (SML).,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,0.0531,nan,nan,False,47,0,1,2
bcra,6,6.2,tc_usd_balanz_ec11,R/P1D,tc_ars_dolar_balanz_electronico_compra_11hs,Pesos corrientes,Tipo de cambio ARS/USD. Balanz Capital Valores. Electronico. Compra. 11hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2018-09-04,2020-03-26,570,1386,False,64.0,63.5,0.007874015748031482,False,26,0,0,1
bcra,6,6.2,tc_usd_balanz_ec13,R/P1D,tc_ars_dolar_balanz_electronico_compra_13hs,Pesos corrientes,Tipo de cambio ARS/USD. Balanz Capital Valores. Electronico. Compra. 13hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2018-09-04,2020-03-26,570,1386,False,64.0,63.5,0.007874015748031482,False,1,0,0,0
bcra,6,6.2,tc_usd_balanz_ec15,R/P1D,tc_ars_dolar_balanz_electronico_compra_15hs,Pesos corrientes,Tipo de cambio ARS/USD. Balanz Capital Valores. Electronico. Compra. 15hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2018-09-03,2020-03-26,571,1386,False,64.0,63.5,0.007874015748031482,False,118,0,0,0
bcra,6,6.2,tc_usd_balanz_ev11,R/P1D,tc_ars_dolar_balanz_electronico_venta_11hs,Pesos corrientes,Tipo de cambio ARS/USD. Balanz Capital Valores. Electronico. Venta. 11hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2018-09-04,2020-03-26,570,1386,False,65.0,64.5,0.007751937984496138,False,2,0,0,0
bcra,6,6.2,tc_usd_balanz_ev13,R/P1D,tc_ars_dolar_balanz_electronico_venta_13hs,Pesos corrientes,Tipo de cambio ARS/USD. Balanz Capital Valores. Electronico. Venta. 13hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2018-09-04,2020-03-26,570,1386,False,65.0,64.5,0.007751937984496138,False,3,0,0,0
bcra,6,6.2,tc_usd_balanz_ev15,R/P1D,tc_ars_dolar_balanz_electronico_venta_15hs,Pesos corrientes,Tipo de cambio ARS/USD. Balanz Capital Valores. Electronico. Venta. 15hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2018-09-03,2020-03-26,571,1386,False,65.0,64.5,0.007751937984496138,False,427,0,0,0
bcra,6,6.2,tc_usd_bbva_ec11,R/P1D,tc_ars_dolar_bbva_electronico_compra_11hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Electronico. Compra. 11hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,95.94,nan,nan,False,13,1,1,1
bcra,6,6.2,tc_usd_bbva_ec13,R/P1D,tc_ars_dolar_bbva_electronico_compra_13hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Electronico. Compra. 13hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,95.94,nan,nan,False,15,0,0,1
bcra,6,6.2,tc_usd_bbva_ec15,R/P1D,tc_ars_dolar_bbva_electronico_compra_15hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Electronico. Compra. 15hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,95.94,nan,nan,False,122,0,0,0
bcra,6,6.2,tc_usd_bbva_ev11,R/P1D,tc_ars_dolar_bbva_electronico_venta_11hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Electronico. Venta. 11hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,102.62,nan,nan,False,4,0,0,0
bcra,6,6.2,tc_usd_bbva_ev13,R/P1D,tc_ars_dolar_bbva_electronico_venta_13hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Electronico. Venta. 13hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,102.62,nan,nan,False,4,0,0,0
bcra,6,6.2,tc_usd_bbva_ev15,R/P1D,tc_ars_dolar_bbva_electronico_venta_15hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Electronico. Venta. 15hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,102.62,nan,nan,False,440,0,0,0
bcra,6,6.2,tc_usd_bbva_mc11,R/P1D,tc_ars_dolar_bbva_mostrador_compra_11hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Mostrador. Compra. 11hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,95.93,nan,nan,False,11,0,0,0
bcra,6,6.2,tc_usd_bbva_mc13,R/P1D,tc_ars_dolar_bbva_mostrador_compra_13hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Mostrador. Compra. 13hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,95.93,nan,nan,False,4,0,0,0
bcra,6,6.2,tc_usd_bbva_mc15,R/P1D,tc_ars_dolar_bbva_mostrador_compra_15hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Mostrador. Compra. 15hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,95.93,nan,nan,False,7,0,0,0
bcra,6,6.2,tc_usd_bbva_mv11,R/P1D,tc_ars_dolar_bbva_mostrador_venta_11hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Mostrador. Venta. 11hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,102.63,nan,nan,False,12,1,1,1
bcra,6,6.2,tc_usd_bbva_mv13,R/P1D,tc_ars_dolar_bbva_mostrador_venta_13hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Mostrador. Venta. 13hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,102.63,nan,nan,False,50,1,1,1
bcra,6,6.2,tc_usd_bbva_mv15,R/P1D,tc_ars_dolar_bbva_mostrador_venta_15hs,Pesos corrientes,Tipo de cambio ARS/USD. BBVA. Mostrador. Venta. 15hs.,Cotizaciones para dólar (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/6/distribution/6.2/download/tipos-cambio-dolar-entidades-financieras-series.csv,Tipo de Cambio Minorista,Banco Central de la República Argentina (BCRA),Tipo de Cambio Minorista,Cotizaciones de dólar y euro según distintas Entidades Financieras.,Dinero y Bancos,2017-01-02,2021-08-02,1674,1386,False,102.63,nan,nan,False,4,0,0,0
